"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Developer"
"10622","Resident Evil: Revelations 2","XOne",2015,"Action","Capcom",0.07,0.02,0,0.01,0.1,"Capcom"
"10624","Vanishing Point","PS",2001,"Racing","Acclaim Entertainment",0.06,0.04,0,0.01,0.1,"Clockwork Games"
"10626","The Bard's Tale","XB",2004,"Role-Playing","Ubisoft",0.08,0.02,0,0,0.1,"InXile Entertainment"
"10629","Alien Hominid","PS2",2004,"Shooter","Zoo Digital Publishing",0.05,0.04,0,0.01,0.1,"The Behemoth"
"10644","Myst","DS",2007,"Adventure","Midway Games",0.09,0,0,0.01,0.1,"Hoplite Research"
"10646","Disney's The Jungle Book","GBA",2002,"Platform","Ubisoft",0.07,0.03,0,0,0.1,"Visual Impact"
"10647","Puss in Boots","DS",2011,"Action","THQ",0.08,0.01,0,0.01,0.1,"ImaginEngine"
"10648","Tom Clancy's Ghost Recon: Predator","PSP",2010,"Shooter","Ubisoft",0.07,0.02,0,0.02,0.1,"Virtuos"
"10649","Murdered: Soul Suspect","X360",2014,"Action","Square Enix",0.06,0.03,0,0.01,0.1,"Airtight Games"
"10651","Deca Sports DS","DS",2009,"Sports","Hudson Soft",0.07,0.02,0,0.01,0.1,"Hudson Soft"
"10652","nail'd","X360",2010,"Racing","Deep Silver",0.08,0.02,0,0.01,0.1,"Techland"
"10653","Tom Clancy's Splinter Cell","GBA",2003,"Action","Ubisoft",0.07,0.03,0,0,0.1,"Ubisoft Montreal"
"10654","Bullet Witch","X360",2006,"Shooter","Atari",0.07,0.01,0.02,0.01,0.1,"Cavia Inc."
"10655","Spider-Man: Web of Shadows","DS",2008,"Action","Activision",0.09,0,0,0.01,0.1,"Griptonite Games"
"10656","Pinball Hall of Fame: The Williams Collection","3DS",2011,"Misc","Crave Entertainment",0.09,0,0,0.01,0.1,"Crave"
"10657","Rolling Stone: Drum King","Wii",2009,"Misc","505 Games",0.09,0,0,0.01,0.1,"505 Games"
"10658","NBA Ballers: Rebound","PSP",2006,"Sports","Midway Games",0.09,0,0,0.01,0.1,"Backbone Entertainment"
"10660","Silent Scope Complete","XB",2004,"Shooter","Konami Digital Entertainment",0.07,0.02,0,0,0.1,"Konami"
"10661","King's Field: The Ancient City","PS2",2001,"Role-Playing","Metro 3D",0.05,0.04,0,0.01,0.1,"From Software"
"10664","Leisure Suit Larry: Box Office Bust","PS3",2009,"Adventure","Codemasters",0.06,0.03,0,0.01,0.1,"Team 17"
"10665","Attack of the Movies 3D","Wii",2010,"Shooter","Majesco Entertainment",0.09,0,0,0.01,0.1,"Majesco Games, Majesco"
"10666","Monkey Mischief! Party Time","Wii",2008,"Misc","Activision",0.09,0,0,0.01,0.1,"Ivolgamus"
"10668","Tom Clancy's Classic Trilogy","XB",2004,"Shooter","Ubisoft",0.07,0.02,0,0,0.1,"Ubisoft"
"10670","Little League World Series Baseball 2010","X360",2010,"Sports","Activision",0.09,0,0,0.01,0.1,"Now Production"
"10671","Indigo Prophecy","XB",2005,"Adventure","Atari",0.07,0.03,0,0,0.1,"Quantic Dream"
"10674","Generator Rex: Agent of Providence","3DS",2011,"Action","Activision",0.07,0.02,0,0.01,0.1,"Virtuos"
"10675","Over the Hedge","XB",2006,"Platform","Activision",0.07,0.02,0,0,0.1,"Edge of Reality"
"10676","Cabela's North American Adventures","PSP",2010,"Sports","Activision",0.09,0,0,0.01,0.1,"FUN Labs"
"10677","World Series of Poker 2008: Battle for the Bracelets","PS3",2007,"Misc","Activision",0.08,0.01,0,0.01,0.1,"Left Field Productions"
"10678","Sneakers","XB",2002,"Puzzle","Microsoft Game Studios",0.07,0.02,0,0,0.1,"Media Vision"
"10680","NHL 2K6","X360",2005,"Sports","Take-Two Interactive",0.09,0,0,0.01,0.1,"2K Sports"
"10683","X-Men: Destiny","Wii",2011,"Action","Activision",0.07,0.02,0,0.01,0.1,"Silicon Knights"
"10684","College Hoops 2K6","XB",2005,"Sports","Take-Two Interactive",0.07,0.02,0,0,0.1,"2K Sports"
"10685","Contact","DS",2006,"Role-Playing","Rising Star Games",0.07,0,0.03,0.01,0.1,"Grasshopper Manufacture"
"10690","NBA 2K16","PC",2015,"Sports","Take-Two Interactive",0.03,0.06,0,0.01,0.1,"2K Sports"
"10693","Marvel Super Hero Squad: The Infinity Gauntlet","3DS",2011,"Action","THQ",0.07,0.02,0,0.01,0.1,"THQ"
"10694","Harvey Birdman: Attorney at Law","PSP",2008,"Adventure","Capcom",0.09,0,0,0.01,0.1,"High Voltage Software"
"10700","Tom Clancy's HAWX 2","Wii",2010,"Action","Ubisoft",0.06,0.03,0,0.01,0.1,"Ubisoft"
"10701","Predator: Concrete Jungle","XB",2005,"Action","Vivendi Games",0.07,0.02,0,0,0.1,"Eurocom Entertainment Software"
"10704","Opoona","Wii",2007,"Role-Playing","Tecmo Koei",0.08,0,0.01,0.01,0.1,"ArtePiazza"
"10705","Big League Sports","Wii",2008,"Sports","Activision",0.09,0.01,0,0.01,0.1,"Koolhaus Games"
"10707","Universal Studios Theme Parks Adventure","GC",2001,"Misc","Kemco",0.08,0.02,0,0,0.1,"Kemco"
"10709","Steins;Gate","PSV",2013,"Adventure","PQube",0.04,0.04,0,0.02,0.1,"5pb"
"10710","Piglet's Big Game","PS2",2003,"Platform","Gotham Games",0.05,0.04,0,0.01,0.1,"Doki Denki"
"10714","Rocky: Legends","XB",2004,"Action","Ubisoft",0.07,0.02,0,0,0.1,"Venom Games"
"10715","The BIGS 2","PSP",2009,"Sports","Take-Two Interactive",0.09,0,0,0.01,0.1,"Blue Castle Games"
"10719","Nancy Drew: The Model Mysteries","DS",2010,"Puzzle","THQ",0.09,0,0,0.01,0.1,"THQ, AWE Games"
"10721","Cate West: The Vanishing Files","DS",2008,"Adventure","Oxygen Interactive",0.08,0.01,0,0.01,0.1,"Magellan Interactive"
"10722","Star Trek: Shattered Universe","PS2",2004,"Simulation","Global Star",0.05,0.04,0,0.01,0.1,"Starsphere Interactive"
"10725","System Flaw","DS",2009,"Shooter","Enjoy Gaming ltd.",0.09,0,0,0.01,0.1,"Visual Impact"
"10726","Ultra Street Fighter IV","PS4",2015,"Fighting","Capcom",0,0.08,0,0.01,0.1,"Other Ocean Interactive"
"10727","EVE: Valkyrie","PS4",2016,"Shooter","CCP",0.03,0.05,0,0.02,0.1,"CCP"
"10728","Dragon Ball: Evolution","PSP",2009,"Fighting","Namco Bandai Games",0.09,0,0,0.01,0.1,"Dimps Corporation"
"10730","The Crew: Wild Run","PS4",2015,"Action","Ubisoft",0,0.08,0,0.01,0.1,"Ivory Tower"
"10733","MTX Mototrax","XB",2004,"Racing","Activision",0.07,0.02,0,0,0.1,"Left Field Productions"
"10735","Championship Pony","DS",2008,"Simulation","Destination Software, Inc",0.09,0,0,0.01,0.1,"Coyote Console"
"10736","NASCAR Unleashed","PS3",2011,"Racing","Activision",0.09,0,0,0.01,0.1,"Firebrand Games"
"10738","Natural Doctrine","PS4",2014,"Role-Playing","Nippon Ichi Software",0.05,0.02,0.02,0.01,0.1,"Kadokawa"
"10739","NeverDead","X360",2012,"Shooter","Konami Digital Entertainment",0.06,0.03,0,0.01,0.1,"Rebellion"
"10740","EyeToy: Operation Spy","PS2",2005,"Action","Sony Computer Entertainment",0.05,0.04,0,0.01,0.1,"SCEE London Studio"
"10741","MotoGP 07","PS2",2007,"Racing","Capcom",0.05,0.04,0,0.01,0.1,"Milestone"
"10742","Blades of Time","PS3",2012,"Action","Konami Digital Entertainment",0.04,0.03,0.01,0.01,0.1,"Gaijin Entertainment"
"10744","Thor: God of Thunder","3DS",2011,"Action","Sega",0.06,0.03,0,0.01,0.1,"Red Fly Studio"
"10746","Ridge Racer 2","PSP",2006,"Racing","Sony Computer Entertainment",0,0.02,0.07,0.01,0.1,"Bandai Namco Games"
"10747","Pro Evolution Soccer 2016","X360",2015,"Sports","Konami Digital Entertainment",0.04,0.05,0,0.01,0.1,"Konami"
"10749","Cubic Ninja","3DS",2011,"Platform","Ubisoft",0.05,0.04,0,0.01,0.1,"AQ Interactive"
"10751","Ben 10 Galactic Racing","X360",2011,"Racing","D3Publisher",0.07,0.02,0,0.01,0.1,"Monkey Bar Games"
"10752","Reign of Fire","XB",2002,"Shooter","BAM! Entertainment",0.07,0.02,0,0,0.1,"Bam Entertainment"
"10754","F1 2014","PC",2014,"Racing","Codemasters",0,0.09,0,0.01,0.1,"Codemasters Birmingham"
"10756","Harvest Moon: Frantic Farming","DS",2009,"Puzzle","Rising Star Games",0.08,0,0,0.01,0.1,"Natsume"
"10757","Angry Birds Star Wars","WiiU",2013,"Strategy","Activision",0.05,0.04,0,0.01,0.1,"Exient Entertainment"
"10758","Petz Hamsterz Superstarz","DS",2009,"Simulation","Ubisoft",0.09,0,0,0.01,0.1,"Ubisoft Nagoya"
"10759","Blue Dragon: Awakened Shadow","DS",2009,"Role-Playing","Namco Bandai Games",0.06,0,0.03,0,0.1,"Tri-Crescendo"
"10760","Star Wars: Lethal Alliance","DS",2006,"Action","Ubisoft",0.08,0.01,0,0.01,0.1,"Ubisoft Casablanca"
"10761","Shining Force EXA","PS2",2007,"Role-Playing","Sega",0,0,0.1,0,0.1,"Neverland"
"10763","Rapala Pro Bass Fishing 2010","DS",2010,"Sports","Activision",0.09,0,0,0.01,0.1,"Magic Pockets"
"10765","Digimon World DS","DS",2006,"Role-Playing","Namco Bandai Games",0.09,0,0,0.01,0.1,"Bec"
"10768","MySims SkyHeroes","X360",2010,"Action","Electronic Arts",0.09,0,0,0.01,0.1,"Behaviour Interactive"
"10769","Ford Racing 3","DS",2005,"Racing","Zoo Digital Publishing",0.09,0,0,0.01,0.1,"Visual Impact"
"10770","Ice Age 2: The Meltdown","XB",2006,"Platform","Vivendi Games",0.07,0.02,0,0,0.1,"Vivendi Games"
"10771","Guilty Gear Isuka","PS2",2004,"Fighting","505 Games",0.05,0.04,0,0.01,0.1,"Arc System Works"
"10772","The Secret Saturdays: Beasts of the 5th Sun","Wii",2009,"Action","D3Publisher",0.09,0,0,0.01,0.1,"High Voltage Software"
"10773","Horse Life Adventures","DS",2008,"Simulation","Deep Silver",0.08,0.01,0,0.01,0.1,"Neko Entertainment"
"10776","Tornado Outbreak","Wii",2009,"Action","Konami Digital Entertainment",0.09,0,0,0.01,0.1,"Loose Cannon Studios"
"10778","Global Touring Challenge: Africa","PS2",2001,"Racing","Rage Software",0.05,0.04,0,0.01,0.1,"Rage Software"
"10779","Shovel Knight","WiiU",2015,"Platform","Yacht Club Games",0.05,0.04,0,0.01,0.1,"Yacht Club Games"
"10782","Digimon World: Next Order","PSV",2016,"Action","Namco Bandai Games",0,0,0.1,0,0.1,"B.B.Studio"
"10784","The Secret Saturdays: Beasts of the 5th Sun","PSP",2009,"Action","D3Publisher",0.08,0,0,0.01,0.1,"High Voltage Software"
"10785","Operation Abyss: New Tokyo Legacy","PSV",2014,"Role-Playing","Nippon Ichi Software",0.02,0,0.06,0.01,0.1,"Experience Inc."
"10786","Skylanders: Spyro's Adventure","PC",2011,"Action","Activision",0.05,0.03,0,0.01,0.1,"Toys for Bob"
"10787","Man vs. Wild","X360",2011,"Action","Crave Entertainment",0.09,0,0,0.01,0.1,"Scientifically Proven"
"10790","MotoGP 2","XB",2003,"Racing","THQ",0.07,0.02,0,0,0.1,"Climax Group"
"10793","iCarly 2: iJoin The Click!","Wii",2010,"Adventure","Activision",0.08,0.01,0,0.01,0.1,"Big Blue Bubble Inc."
"10799","Heatseeker","Wii",2007,"Action","Codemasters",0.08,0,0,0.01,0.1,"IR Gurus"
"10800","Ar tonelico: Melody of Elemia","PS2",2006,"Role-Playing","505 Games",0,0,0.1,0,0.1,"Gust"
"10802","Castlevania Double Pack","GBA",2006,"Platform","Konami Digital Entertainment",0.07,0.03,0,0,0.1,"KCET"
"10804","Samurai Warriors 4: Empires","PS4",2015,"Action","Tecmo Koei",0.02,0.01,0.06,0.01,0.1,"Omega Force"
"10806","Ninja Reflex","DS",2008,"Action","Electronic Arts",0.09,0,0,0.01,0.1,"Sanzaru Games"
"10807","Steel Battalion","XB",2002,"Simulation","Microsoft Game Studios",0.05,0.02,0.02,0,0.1,"Capcom"
"10809","Alvin and the Chipmunks: The Squeakquel","Wii",2009,"Misc","Majesco Entertainment",0.09,0,0,0.01,0.1,"ImaginEngine"
"10811","Power Stone Collection","PSP",2006,"Action","Capcom",0.08,0,0,0.01,0.1,"Capcom"
"10812","Cartoon Network: Punch Time Explosion","3DS",2011,"Fighting","Deep Silver",0.07,0.02,0,0.01,0.1,"Papaya Studios"
"10814","Bejeweled Twist","DS",2010,"Puzzle","PopCap Games",0,0.08,0,0.01,0.1,"Griptonite Games"
"10815","Blast Works: Build, Trade, Destroy","Wii",2008,"Shooter","Eidos Interactive",0.09,0,0,0.01,0.1,"BudCat"
"10818","SNK vs. Capcom Card Fighters DS","DS",2006,"Strategy","Ignition Entertainment",0.09,0,0,0.01,0.1,"SNK Playmore"
"10820","Medieval II: Total War","PC",2006,"Strategy","Sega",0,0.08,0,0.02,0.1,"Creative Assembly"
"10821","Lego Star Wars: The Force Awakens","PSV",2016,"Action","Warner Bros. Interactive Entertainment",0.01,0.06,0.01,0.02,0.1,"TT Games"
"10822","Darkest of Days","X360",2009,"Shooter","Phantom EFX",0.09,0,0,0.01,0.1,"8Monkey Labs"
"10823","Skylanders Imaginators","XOne",2016,"Platform","Activision",0.05,0.04,0,0.01,0.1,"Toys for Bob"
"10824","Minority Report: Everybody Runs","XB",2002,"Action","Activision",0.07,0.02,0,0,0.1,"Treyarch"
"10825","NASCAR","PSP",2006,"Racing","Electronic Arts",0.09,0,0,0.01,0.1,"Exient Entertainment"
"10827","One Piece: Burning Blood","PSV",2016,"Fighting","Namco Bandai Games",0,0.02,0.07,0,0.1,"Spike Chunsoft"
"10828","Shox","PS2",2002,"Racing","Electronic Arts",0.05,0.04,0,0.01,0.09,"Electronic Arts"
"10829","Rio","X360",2011,"Misc","THQ",0.05,0.03,0,0.01,0.09,"Eurocom Entertainment Software"
"10833","Playboy: The Mansion","XB",2005,"Simulation","Ubisoft",0.07,0.02,0,0,0.09,"Cyberlore Studios"
"10835","Disney's Aladdin in Nasira's Revenge","PS",2000,"Action","Sony Computer Entertainment",0.05,0.04,0,0.01,0.09,"Argonaut Games"
"10841","Barnyard","PS2",2006,"Action","THQ",0.05,0.04,0,0.01,0.09,"Blue Tongue Entertainment"
"10842","Ultimate Marvel vs. Capcom 3","PS3",2011,"Fighting","Capcom",0,0.04,0.04,0.01,0.09,"Capcom"
"10843","MindJack","X360",2011,"Shooter","Square Enix",0.07,0.02,0,0.01,0.09,"FeelPlus"
"10844","Pac-Man World 3","GC",2005,"Platform","Namco Bandai Games",0.07,0.02,0,0,0.09,"Blitz Games"
"10845","thinkSMART","DS",2010,"Misc","Conspiracy Entertainment",0.09,0,0,0.01,0.09,"Crave, DTP Entertainment"
"10847","Rocky","GC",2002,"Fighting","Rage Software",0.07,0.02,0,0,0.09,"Rage Software"
"10848","Glory Days 2","DS",2007,"Strategy","Ghostlight",0.08,0,0,0.01,0.09,"odenis studio"
"10849","Just Dance 2017","WiiU",2016,"Misc","Ubisoft",0.03,0.06,0,0.01,0.09,"Ubisoft Paris"
"10850","Brain Age: Concentration Training","3DS",2012,"Puzzle","Nintendo",0.09,0,0,0.01,0.09,"Nintendo"
"10851","Crash 'N' Burn","XB",2004,"Racing","Eidos Interactive",0.07,0.02,0,0,0.09,"Climax Group"
"10852","NFL Blitz 20-02","XB",2002,"Sports","Midway Games",0.07,0.02,0,0,0.09,"Point of View"
"10855","Robots","XB",2005,"Action","Vivendi Games",0.07,0.02,0,0,0.09,"Eurocom Entertainment Software"
"10857","Pac-Man and the Ghostly Adventures 2","PS3",2014,"Adventure","Namco Bandai Games",0.05,0.03,0,0.02,0.09,"Vicious Cycle"
"10858","Hakuoki: Demon of the Fleeting Blossom","PSP",2009,"Adventure","Idea Factory",0.08,0,0,0.01,0.09,"Idea Factory"
"10860","Speed Kings","PS2",2003,"Racing","Acclaim Entertainment",0.05,0.04,0,0.01,0.09,"Climax Group"
"10861","Dungeons","PC",2011,"Strategy","Kalypso Media",0.07,0.02,0,0.01,0.09,"Realmforge Studios"
"10862","Little League World Series Baseball 2008","Wii",2008,"Sports","Activision",0.09,0,0,0.01,0.09,"Now Production"
"10863","Winter Stars","X360",2011,"Sports","Deep Silver",0.05,0.03,0,0.01,0.09,"49Games"
"10868","Bladestorm: The Hundred Years' War","X360",2007,"Action","Tecmo Koei",0.08,0.01,0,0.01,0.09,"Omega Force"
"10875","Burnout Paradise: The Ultimate Box","PC",2009,"Racing","Electronic Arts",0,0.08,0,0.01,0.09,"Criterion Games"
"10878","Forever Kingdom","PS2",2001,"Role-Playing","From Software",0.02,0.02,0.04,0.01,0.09,"From Software"
"10879","Blitz: Overtime","PSP",2006,"Sports","Midway Games",0.09,0,0,0.01,0.09,"Midway"
"10880","Altered Beast: Guardian of the Realms","GBA",2002,"Action","THQ",0.07,0.02,0,0,0.09,"3d6 Games"
"10881","Populous DS","DS",2008,"Strategy","Rising Star Games",0.07,0,0.02,0.01,0.09,"Genki"
"10882","The Legend of Heroes: A Tear of Vermillion","PSP",2005,"Role-Playing","Namco Bandai Games",0.08,0,0,0.01,0.09,"Microvision"
"10883","Young Justice: Legacy","PS3",2013,"Action","Namco Bandai Games",0.06,0.01,0,0.02,0.09,"Freedom Factory Studios"
"10885","Raven Squad: Operation Hidden Dagger","X360",2009,"Shooter","Evolved Games",0.08,0.01,0,0.01,0.09,"Atomic Motion"
"10886","Age of Empires II: The Age of Kings","PC",1999,"Strategy","Microsoft Game Studios",0.01,0.08,0,0.01,0.09,"Ensemble Studios"
"10887","Family Party: 30 Great Games","Wii",2008,"Misc","D3Publisher",0.08,0.01,0,0.01,0.09,"Tamsoft"
"10888","Shining Tears","PS2",2004,"Role-Playing","Sega",0.05,0.04,0,0.01,0.09,"Nex Entertainment"
"10890","MotoGP","XB",2002,"Racing","THQ",0.07,0.02,0,0,0.09,"Climax Group"
"10891","Scaler","PS2",2004,"Platform","Take-Two Interactive",0.05,0.04,0,0.01,0.09,"Artificial Mind and Movement"
"10892","Halo 2","PC",2007,"Shooter","Microsoft Game Studios",0.01,0.06,0,0.02,0.09,"Microsoft Game Studios"
"10894","Gradius V","PS2",2004,"Shooter","Konami Digital Entertainment",0.05,0.04,0,0.01,0.09,"Treasure"
"10896","Medal of Honor: Vanguard","Wii",2007,"Shooter","Electronic Arts",0.06,0.03,0,0.01,0.09,"BudCat"
"10898","Pro Evolution Soccer 2013","Wii",2012,"Sports","Konami Digital Entertainment",0,0.03,0.06,0,0.09,"Konami"
"10899","MLB SlugFest 20-04","XB",2003,"Sports","Midway Games",0.07,0.02,0,0,0.09,"Midway"
"10900","Barbie and the Magic of Pegasus","GBA",2005,"Action","Vivendi Games",0.07,0.02,0,0,0.09,"WayForward"
"10901","Beaterator","PSP",2009,"Misc","Take-Two Interactive",0.06,0.02,0,0.02,0.09,"Rockstar Leeds"
"10902","Big League Sports: Summer","Wii",2009,"Sports","Activision",0.09,0,0,0.01,0.09,"Koolhaus Games"
"10905","Wordmaster","DS",2008,"Strategy","Zoo Digital Publishing",0.09,0,0,0.01,0.09,"Sarbakan Inc."
"10906","Arcania: Gothic 4","X360",2010,"Role-Playing","JoWood Productions",0.04,0.04,0.01,0.01,0.09,"Spellbound"
"10910","Psychonauts","PS2",2005,"Platform","Majesco Entertainment",0.05,0.04,0,0.01,0.09,"BudCat"
"10911","Code Lyoko: Quest for Infinity","Wii",2007,"Action","Game Factory",0.07,0.01,0,0.01,0.09,"The Game Factory"
"10913","The Smurfs 2","Wii",2013,"Platform","Ubisoft",0,0.09,0,0.01,0.09,"WayForward"
"10914","Angry Birds: Rio","PC",2011,"Puzzle","Focus Home Interactive",0,0.07,0,0.02,0.09,"Rovio Mobile, Rovio Entertainment"
"10915","Championship Foosball","Wii",2008,"Sports","505 Games",0.09,0,0,0.01,0.09,"505 Games"
"10916","Backyard Sports: Sandlot Sluggers","X360",2010,"Sports","Atari",0.09,0,0,0.01,0.09,"HB Studios Multimedia"
"10917","ESPN NBA 2Night","PS2",2000,"Sports","Konami Digital Entertainment",0.05,0.04,0,0.01,0.09,"Konami"
"10919","Ford Mustang: The Legend Lives","XB",2005,"Racing","Take-Two Interactive",0.07,0.02,0,0,0.09,"Eutechnyx"
"10920","Freekstyle","GC",2002,"Racing","Electronic Arts",0.07,0.02,0,0,0.09,"Page 44 Studios"
"10923","PAC-MAN and the Ghostly Adventures","3DS",2013,"Platform","Namco Bandai Games",0.05,0.04,0,0.01,0.09,"Inti Creates"
"10924","Digimon Rumble Arena 2","PS2",2004,"Fighting","Atari",0.05,0.04,0,0.01,0.09,"Black Ship Games"
"10925","Dora the Explorer: Dora Saves the Crystal Kingdom","PS2",2009,"Misc","Take-Two Interactive",0.05,0.04,0,0.01,0.09,"Take-Two Interactive"
"10927","Teenage Mutant Ninja Turtles: Mutants in Manhattan","PS4",2016,"Action","Activision",0.05,0.02,0,0.02,0.09,"PlatinumGames"
"10928","Ribbit King","PS2",2003,"Sports","Atari",0.05,0.04,0,0.01,0.09,"Bandai"
"10930","Alien Hominid","GC",2004,"Shooter","O3 Entertainment",0.07,0.02,0,0,0.09,"The Behemoth"
"10931","World Championship Poker 2: Featuring Howard Lederer","XB",2005,"Misc","Crave Entertainment",0.07,0.02,0,0,0.09,"Crave"
"10932","Rygar: The Battle of Argus","Wii",2008,"Action","Rising Star Games",0.09,0,0,0.01,0.09,"Tecmo"
"10934","Snood 2: On Vacation","DS",2005,"Puzzle","Zoo Digital Publishing",0.09,0,0,0.01,0.09,"Gravity-I"
"10936","Ninja Gaiden Black","XB",2005,"Action","Microsoft Game Studios",0.07,0.02,0,0,0.09,"Team Ninja"
"10939","Touch Detective","DS",2006,"Adventure","505 Games",0.06,0.02,0,0.01,0.09,"BeeWorks"
"10941","Imagine: Reporter","DS",2010,"Simulation","Ubisoft",0.08,0.01,0,0.01,0.09,"Magic Pockets"
"10946","Trivial Pursuit unhinged","XB",2004,"Misc","Atari",0.07,0.02,0,0,0.09,"Artech Studios"
"10947","NCAA March Madness 08","PS3",2007,"Sports","Electronic Arts",0.08,0,0,0.01,0.09,"EA Canada"
"10948","InuYasha: Secret of the Divine Jewel","DS",2007,"Role-Playing","Namco Bandai Games",0.09,0,0,0.01,0.09,"Art"
"10949","Major League Baseball 2K12","PSP",2012,"Sports","Take-Two Interactive",0.08,0,0,0.01,0.09,"Visual Concepts"
"10950","The Revenge of Shinobi","GBA",2002,"Platform","Atari",0.07,0.02,0,0,0.09,"3d6 Games"
"10951","Bloody Roar 4","PS2",2003,"Fighting","Konami Digital Entertainment",0.05,0.04,0,0.01,0.09,"Eighting"
"10952","Let's Ride! Silver Buckle Stables","PS2",2006,"Sports","THQ",0.05,0.04,0,0.01,0.09,"Coresoft"
"10954","Atari Classics Evolved","PSP",2007,"Misc","Atari",0.08,0,0,0.01,0.09,"Stainless Games"
"10956","I-Ninja","GC",2003,"Platform","Namco Bandai Games",0.07,0.02,0,0,0.09,"Argonaut Games"
"10960","Tak: The Great Juju Challenge","DS",2005,"Platform","THQ",0.09,0,0,0.01,0.09,"Altron"
"10961","Steins;Gate 0","PSV",2015,"Adventure","PQube",0,0.03,0.05,0.01,0.09,"5pb"
"10963","Dance on Broadway","PS3",2011,"Misc","Ubisoft",0.05,0.03,0,0.01,0.09,"Longtail Studios"
"10965","Football Manager 2017","PC",2016,"Simulation","Sega",0,0.09,0,0.01,0.09,"Sports Interactive"
"10967","Wild ARMs: Alter Code F","PS2",2003,"Role-Playing","Sony Computer Entertainment",0.05,0.04,0,0.01,0.09,"Media Vision"
"10968","Army Corps of Hell","PSV",2011,"Action","Square Enix",0.04,0.04,0,0.02,0.09,"Entersphere, Inc."
"10969","Bomberman Max 2: Blue Advance","GBA",2002,"Puzzle","Vivendi Games",0.07,0.02,0,0,0.09,"Hudson"
"10970","Mind Quiz","PSP",2006,"Action","Ubisoft",0.08,0.01,0,0.01,0.09,"Ubisoft"
"10971","Shrek SuperSlam","XB",2005,"Action","Activision",0.07,0.02,0,0,0.09,"Shaba Games"
"10973","Ultimate Mortal Kombat","DS",2007,"Fighting","Midway Games",0.07,0.01,0,0.01,0.09,"Other Ocean Interactive"
"10976","Alien Monster Bowling League","Wii",2009,"Sports","Destineer",0.09,0,0,0.01,0.09,"Destineer"
"10977","New Legends","XB",2002,"Action","THQ",0.07,0.02,0,0,0.09,"Infinite Machine"
"10978","Total Overdose: A Gunslinger's Tale in Mexico","PS2",2005,"Shooter","Eidos Interactive",0.04,0.04,0,0.01,0.09,"Deadline Games"
"10979","Island Xtreme Stunts","PS2",2002,"Action","Electronic Arts",0.04,0.03,0,0.01,0.09,"Silicon Dreams"
"10980","Agassi Tennis Generation","PS2",2003,"Sports","DreamCatcher Interactive",0.04,0.03,0,0.01,0.09,"Aqua Pacific"
